TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"I Eat Cat-Unisex Sweatshirt","A sturdy and warm sweatshirt bound to keep you warm in the colder months. A pre-shrunk, classic fit sweater that’s made with air-jet spun yarn for a soft feel.

• 50% cotton, 50% polyester
• Pre-shrunk
• Classic fit
• 1x1 athletic rib knit collar with spandex
• Air-jet spun yarn with a soft feel
• Double-needle stitched collar, shoulders, armholes, cuffs, and hem

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",39.99,USD,80919,"Eat,Cat,ohio,Christmas,his,her,couple,new_year,binary,unisex,tshirt,springfield",,https://i.etsystatic.com/47795807/r/il/8ecd51/6309962654/il_fullxfull.6309962654_fexl.jpg,https://i.etsystatic.com/47795807/r/il/46983e/6358026305/il_fullxfull.6358026305_gfnz.jpg,https://i.etsystatic.com/47795807/r/il/7547be/6358026331/il_fullxfull.6358026331_rljn.jpg,https://i.etsystatic.com/47795807/r/il/70b8bc/6358026357/il_fullxfull.6358026357_n4lm.jpg,https://i.etsystatic.com/47795807/r/il/457a4d/6309962752/il_fullxfull.6309962752_f0bl.jpg,https://i.etsystatic.com/47795807/r/il/3ffcbd/6309962764/il_fullxfull.6309962764_4px7.jpg,https://i.etsystatic.com/47795807/r/il/289a4d/6358026419/il_fullxfull.6358026419_9nei.jpg,https://i.etsystatic.com/47795807/r/il/59a9aa/6358026453/il_fullxfull.6358026453_n5sv.jpg,https://i.etsystatic.com/47795807/r/il/24263f/6358026465/il_fullxfull.6358026465_d86l.jpg,https://i.etsystatic.com/47795807/r/il/b669be/6309962872/il_fullxfull.6309962872_nupg.jpg,Color,"Primary color","Black,Navy,Maroon,Forest Green,Dark Heather,Royal,Indigo Blue,Military Green,Light Blue,Sport Grey,Sand,Light Pink","Unisex shirt size",Size,"S,M,L,XL,2X,3X,4X,5X","66F927A9CDAD6_5436,66F927A9CDAD6_5437,66F927A9CDAD6_5438,66F927A9CDAD6_5439,66F927A9CDAD6_5440,66F927A9CDAD6_5498,66F927A9CDAD6_5499,66F927A9CDAD6_5503,66F927A9CDAD6_5504,66F927A9CDAD6_5494,66F927AB7799D_,66F927A9CDAD6_18764,66F927A9CDAD6_18765,66F927A9CDAD6_18768,66F927A9CDAD6_10833,66F927A9CDAD6_10834,66F927A9CDAD6_10836,66F927A9CDAD6_16872,66F927A9CDAD6_16874,66F927AB77AFC_,66F927A9CDAD6_5467,66F927A9CDAD6_5469,66F927A9CDAD6_5470,66F927A9CDAD6_13007,66F927A9CDAD6_13008,66F927A9CDAD6_13009,66F927A9CDAD6_13010,66F927A9CDAD6_7860,66F927A9CDAD6_7862,66F927A9CDAD6_7864,66F927A9CDAD6_5516,66F927A9CDAD6_5520,66F927A9CDAD6_16876,66F927A9CDAD6_16877,66F927A9CDAD6_16878,66F927A9CDAD6_16879,66F927AB77E67_,66F927A9CDAD6_7869,66F927A9CDAD6_7870,66F927A9CDAD6_5441,66F927A9CDAD6_18770,66F927AB77C47_,66F927A9CDAD6_5434,66F927A9CDAD6_5435,66F927A9CDAD6_5500,66F927A9CDAD6_5501,66F927A9CDAD6_5502,66F927A9CDAD6_5490,66F927A9CDAD6_5491,66F927A9CDAD6_5492,66F927A9CDAD6_5493,66F927AB77A20_,66F927A9CDAD6_18763,66F927A9CDAD6_18766,66F927A9CDAD6_18767,66F927A9CDAD6_18769,66F927A9CDAD6_10835,66F927A9CDAD6_10837,66F927A9CDAD6_10838,66F927A9CDAD6_10839,66F927A9CDAD6_16870,66F927A9CDAD6_16871,66F927A9CDAD6_16873,66F927A9CDAD6_16875,66F927A9CDAD6_5466,66F927A9CDAD6_5468,66F927A9CDAD6_5471,66F927AB77BDA_,66F927A9CDAD6_13005,66F927A9CDAD6_13006,66F927AB77CB3_,66F927A9CDAD6_7861,66F927A9CDAD6_7863,66F927A9CDAD6_7865,66F927AB77D90_,66F927A9CDAD6_5514,66F927A9CDAD6_5515,66F927A9CDAD6_5517,66F927A9CDAD6_5518,66F927A9CDAD6_5519,66F927A9CDAD6_16880,66F927A9CDAD6_16881,66F927A9CDAD6_7868,66F927A9CDAD6_7871,66F927A9CDAD6_7872,66F927A9CDAD6_7873,66F927AB77F42_,66F927A9CDAD6_5505,66F927AB77A8F_,66F927A9CDAD6_10840,66F927AB77B6C_,66F927AB77D22_,66F927AB77DFC_,66F927A9CDAD6_5521,66F927AB77ED6_,66F927AB77FAC_"
"I Eat Cat- Unisex premium t-shirt","Wrap yourself in comfort with this premium tee. It’s made of 100% combed cotton and has a soft, luxurious feel. The t-shirt’s regular fit and crew neck boast a timeless look. The fabric is pre-shrunk to maintain its size and shape wash after wash. Style it up or down to suit any occasion.

• 100% combed cotton
• Marles color is 85% cotton and 15% viscose
• Fabric weight: 5.3 oz./yd.² (150.25 g/m²)
• Yarn diameter: 28 singles
• Pre-shrunk
• Regular fit
• Crew neck
• Side-seamed construction
• Double-needle topstitch on the sleeves and hem
• Ribbed collar
• Shoulder-to-shoulder taping
• Blank product sourced from Bangladesh

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",26.5,USD,23976,"Eat,Cat,springfieold,ohio,Christmas,his,her,couple,new_year,non,binary,unisex,tshirt",,https://i.etsystatic.com/47795807/r/il/d85dc8/6358017103/il_fullxfull.6358017103_jaz9.jpg,https://i.etsystatic.com/47795807/r/il/fc8f87/6358017135/il_fullxfull.6358017135_lqd8.jpg,https://i.etsystatic.com/47795807/r/il/9a4842/6358017157/il_fullxfull.6358017157_sp9z.jpg,https://i.etsystatic.com/47795807/r/il/c28dcf/6309953700/il_fullxfull.6309953700_bq3n.jpg,https://i.etsystatic.com/47795807/r/il/d3f738/6309953720/il_fullxfull.6309953720_1rjx.jpg,https://i.etsystatic.com/47795807/r/il/042c9e/6358017221/il_fullxfull.6358017221_mwow.jpg,https://i.etsystatic.com/47795807/r/il/e550cd/6358017239/il_fullxfull.6358017239_rswy.jpg,https://i.etsystatic.com/47795807/r/il/11ac07/6309953766/il_fullxfull.6309953766_iumi.jpg,https://i.etsystatic.com/47795807/r/il/716d30/6358017265/il_fullxfull.6358017265_dha5.jpg,https://i.etsystatic.com/47795807/r/il/3c2d69/6309953816/il_fullxfull.6309953816_lhnd.jpg,Color,"Primary color","Black,Navy,Charcoal,Natural","Unisex shirt size",Size,"S,M,L,XL,2X,3X","66F925B9DAD1E_18773,66F925B9DAD1E_18777,66F925B9DAD1E_18774,66F925B9DAD1E_18776,66F925B9DAD1E_18780,66F925B9DAD1E_18784,66F925B9DAD1E_18781,66F925B9DAD1E_18782,66F925B9DAD1E_18788,66F925B9DAD1E_18789,66F925B9DAD1E_18790,66F925B9DAD1E_19113,66F925B9DAD1E_19114,66F925B9DAD1E_19118,66F925B9DAD1E_18772,66F925B9DAD1E_18775,66F925B9DAD1E_18779,66F925B9DAD1E_18783,66F925B9DAD1E_18786,66F925B9DAD1E_18787,66F925B9DAD1E_18791,66F925B9DAD1E_19115,66F925B9DAD1E_19116,66F925B9DAD1E_19117"
"No Wifi - Men’s Long Sleeve Shirt","A good long-sleeved shirt is a men's fashion must-have. Add this wardrobe essential to your collection, and have a great to-go option for a casual look, or a relaxed business outfit.

• 100% cotton
• Sport Grey is 90% cotton, 10% polyester
• Classic fit with long sleeves and rib cuffs
• Pre-shrunk jersey knit
• Seamless double-needle 7⁄8'' (2.2 cm) collar
• Double-needle bottom hem
• Taped neck and shoulders
• Quarter-turned to avoid crease down the middle

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",26.99,USD,68931,"No,wifi,Christmas,his,binary,unisex,long_sleeve,gift,present,shirt,comfortable",,https://i.etsystatic.com/47795807/r/il/b56a17/6358040793/il_fullxfull.6358040793_1mmb.jpg,https://i.etsystatic.com/47795807/r/il/042bc3/6358040819/il_fullxfull.6358040819_lu1u.jpg,https://i.etsystatic.com/47795807/r/il/b104cc/6358040829/il_fullxfull.6358040829_q5jk.jpg,https://i.etsystatic.com/47795807/r/il/32a03d/6358040835/il_fullxfull.6358040835_72wn.jpg,https://i.etsystatic.com/47795807/r/il/e9da0f/6358040863/il_fullxfull.6358040863_mysi.jpg,https://i.etsystatic.com/47795807/r/il/4dcfdd/6309977366/il_fullxfull.6309977366_8bmh.jpg,https://i.etsystatic.com/47795807/r/il/3c10dd/6358040871/il_fullxfull.6358040871_5l1a.jpg,https://i.etsystatic.com/47795807/r/il/6a9d78/6358040881/il_fullxfull.6358040881_ti6v.jpg,https://i.etsystatic.com/47795807/r/il/3646e0/6309977388/il_fullxfull.6309977388_8tkh.jpg,https://i.etsystatic.com/47795807/r/il/e67556/6358040899/il_fullxfull.6358040899_jvfe.jpg,Color,"Primary color","Black,Navy,Maroon,Forest Green,Royal,Military Green,Indigo Blue,Sport Grey,Light Blue,Sand,Light Pink","Unisex shirt size",Size,"S,M,L,XL,2X,3X,4X","66F92B02C220C_3456,66F92B02C220C_3459,66F92B02C220C_3460,66F92B02C220C_3461,66F92B02C220C_3462,66F92B02C220C_3544,66F92B02C220C_3546,66F92B02C220C_3547,66F92B02C220C_3548,66F92B02C220C_3549,66F92B02C220C_3550,66F92B02C220C_3521,66F92B02C220C_3523,66F92B02C220C_3524,66F92B0455C03_,66F92B02C220C_3488,66F92B02C220C_3493,66F92B02C220C_3577,66F92B0455CE0_,66F92B02C220C_3528,66F92B02C220C_3534,66F92B02C220C_3497,66F92B02C220C_3498,66F92B02C220C_3600,66F92B02C220C_3601,66F92B02C220C_3602,66F92B02C220C_3605,66F92B02C220C_3504,66F92B02C220C_3507,66F92B02C220C_3586,66F92B0455E4E_,66F92B02C220C_3513,66F92B02C220C_3515,66F92B02C220C_3457,66F92B02C220C_3458,66F92B02C220C_3545,66F92B02C220C_3520,66F92B02C220C_3522,66F92B0455B80_,66F92B02C220C_3489,66F92B02C220C_3490,66F92B02C220C_3491,66F92B02C220C_3492,66F92B0455C71_,66F92B02C220C_3576,66F92B02C220C_3578,66F92B02C220C_3579,66F92B02C220C_3580,66F92B02C220C_3581,66F92B02C220C_3529,66F92B02C220C_3530,66F92B02C220C_3531,66F92B02C220C_3532,66F92B02C220C_3533,66F92B02C220C_3496,66F92B02C220C_3499,66F92B02C220C_3500,66F92B02C220C_3501,66F92B0455D51_,66F92B02C220C_3603,66F92B02C220C_3604,66F92B02C220C_3606,66F92B02C220C_3505,66F92B02C220C_3506,66F92B02C220C_3508,66F92B02C220C_3509,66F92B0455DBF_,66F92B02C220C_3584,66F92B02C220C_3585,66F92B02C220C_3587,66F92B02C220C_3588,66F92B0455ECF_,66F92B02C220C_3512,66F92B02C220C_3514,66F92B02C220C_3516,66F92B02C220C_3517,66F92B02C220C_3518"
"My Bizness = Unisex Sweatshirt","Each unique, all-over printed sweatshirt is precision-cut and hand-sewn to achieve the best possible look and bring out the intricate design. What's more, the durable fabric with a cotton-feel face and soft brushed fleece inside means that this sweatshirt is bound to become your favorite for a long time.

• 95% recycled polyester, 5% spandex
• Fabric weight (may vary by 5%): 9.08 oz./yd.² (308 g/m²)
• Soft cotton-feel face
• Brushed fleece fabric inside
• Unisex fit
• Overlock seams
• Blank components sourced from China

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",46.99,USD,10989,"My,Bizness,Nunna,Yo,Business,Christmas,his,binary,unisex,sweatshirt,long_sleeve,gift,present",,https://i.etsystatic.com/47795807/r/il/a698fa/6358036907/il_fullxfull.6358036907_4j62.jpg,https://i.etsystatic.com/47795807/r/il/bc66c3/6309973314/il_fullxfull.6309973314_2u5k.jpg,https://i.etsystatic.com/47795807/r/il/e21b7b/6309973320/il_fullxfull.6309973320_fnlx.jpg,https://i.etsystatic.com/47795807/r/il/10a5d7/6358036961/il_fullxfull.6358036961_8klf.jpg,https://i.etsystatic.com/47795807/r/il/612465/6309973372/il_fullxfull.6309973372_43si.jpg,,,,,,"Unisex shirt size",Size,"2XS,XS,S,M,L,XL,2X,3X,4X,5X,6X",,,,"66F92A18B24D9_19769,66F92A18B24D9_9733,66F92A18B24D9_9736,66F92A18B24D9_19771,66F92A18B24D9_9730,66F92A18B24D9_9731,66F92A18B24D9_9732,66F92A18B24D9_9734,66F92A18B24D9_9735,66F92A18B24D9_19770,66F92A18B24D9_19772"
"Mind Yo Bizness - Unisex hoodie","A soft and comfy unisex hoodie that fits all your hoodie needs. The fleece fabric makes it a great partner all year round, be it a summer evening on the beach, or a Christmas dinner in a mountain cabin.

• 52% airlume combed ring-spun cotton, 48% poly fleece
• Heather colors are 60% airlume combed ring-spun cotton, 40% poly fleece
• Fabric weight: 6.5 oz/yd² (220.4 g/m²)
• Regular fit
• Side-seamed construction
• Blank product sourced from Honduras, Nicaragua or the US

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",54.99,USD,14985,"Mind,Your,Bizness,Business,Christmas,his,binary,unisex,tshirt,hoodie,warm,gift,present",,https://i.etsystatic.com/47795807/r/il/9b751d/6358031739/il_fullxfull.6358031739_ldke.jpg,https://i.etsystatic.com/47795807/r/il/2af332/6358031757/il_fullxfull.6358031757_jp3f.jpg,https://i.etsystatic.com/47795807/r/il/c38955/6358031769/il_fullxfull.6358031769_5s5f.jpg,https://i.etsystatic.com/47795807/r/il/34f969/6309968038/il_fullxfull.6309968038_9reu.jpg,https://i.etsystatic.com/47795807/r/il/ca932c/6309968062/il_fullxfull.6309968062_hkv2.jpg,https://i.etsystatic.com/47795807/r/il/503337/6358031819/il_fullxfull.6358031819_t2e9.jpg,,,,,Color,"Primary color","Black,Heather Navy,Heather Forest","Unisex shirt size",Size,"S,M,L,XL,2X","66F928CE9907D_9228,66F928CE9907D_9254,66F928CE9907D_9246,66F928CE9907D_9247,66F928CE9907D_9248,66F928CE9907D_9227,66F928CE9907D_9229,66F928CE9907D_9230,66F928CE9907D_9231,66F928CE9907D_9251,66F928CE9907D_9252,66F928CE9907D_9253,66F928CE9907D_9255,66F928CE9907D_9245,66F928CE9907D_9249"
"Men’s premium heavyweight tee","Elevate your outfit with the men’s premium heavyweight tee. The tee has a structured, classy fit and is both durable and soft thanks to its ring-spun cotton material. Layer the t-shirt or wear it on its own and enjoy great looks with little effort!

• 100% combed ring-spun cotton
• Charcoal Heather and Carbon Grey is 60% cotton and 40% polyester
• Fabric weight: 6.5 oz/yd² (220 g/m²)
• 20 singles
• Regular fit
• Side-seamed construction
• 1 × 1 rib at collar 
• Single-needle edge stitch 7/8″
• Blank product sourced from Bangladesh

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",27.99,USD,34965,,,https://i.etsystatic.com/47795807/r/il/f80436/6358021349/il_fullxfull.6358021349_bmdv.jpg,https://i.etsystatic.com/47795807/r/il/64293f/6358021361/il_fullxfull.6358021361_slek.jpg,https://i.etsystatic.com/47795807/r/il/842373/6358021371/il_fullxfull.6358021371_29vw.jpg,https://i.etsystatic.com/47795807/r/il/d36a02/6309957908/il_fullxfull.6309957908_3axk.jpg,https://i.etsystatic.com/47795807/r/il/0affe6/6309957920/il_fullxfull.6309957920_4afi.jpg,https://i.etsystatic.com/47795807/r/il/748fae/6309957944/il_fullxfull.6309957944_hkzz.jpg,https://i.etsystatic.com/47795807/r/il/1dc42c/6309957954/il_fullxfull.6309957954_babq.jpg,https://i.etsystatic.com/47795807/r/il/0f26f7/6358021457/il_fullxfull.6358021457_m84b.jpg,https://i.etsystatic.com/47795807/r/il/177899/6358021491/il_fullxfull.6358021491_9q2v.jpg,https://i.etsystatic.com/47795807/r/il/f81ac8/6358021525/il_fullxfull.6358021525_7xoz.jpg,Color,"Primary color","Black,Charcoal Heather,Carbon Grey,Agave,Vintage Gold","Unisex shirt size",Size,"S,M,L,XL,2X,3X,4X","66F926AFC0C74_12756,66F926AFC0C74_12758,66F926AFC0C74_12759,66F926AFC0C74_12760,66F926AFC0C74_12766,66F926AFC0C74_13065,66F926AFC0C74_12786,66F926AFC0C74_12787,66F926AFC0C74_12789,66F926AFC0C74_12790,66F926AFC0C74_12791,66F926AFC0C74_13068,66F926AFC0C74_12780,66F926AFC0C74_12781,66F926AFC0C74_12782,66F926AFC0C74_12783,66F926AFC0C74_12784,66F926AFC0C74_12785,66F926AFC0C74_12774,66F926AFC0C74_12777,66F926AFC0C74_12779,66F926AFC0C74_12799,66F926AFC0C74_12800,66F926AFC0C74_12803,66F926AFC0C74_12757,66F926AFC0C74_12788,66F926AFC0C74_13067,66F926AFC0C74_12775,66F926AFC0C74_12776,66F926AFC0C74_12778,66F926AFC0C74_13064,66F926AFC0C74_12798,66F926AFC0C74_12801,66F926AFC0C74_12802,66F926AFC0C74_13070"
"I love CAT-Heavyweight Earth Tone FOG T-Shirt - 305GSM","Item Number:R00227
Gender:Unisex
Model:Regular
Fabric:100%Cotton
Fabric Weight:9.0 oz/yd² (305 g/m²)
Fabric Thickness:Moderate
Fabric Strench:Slight stretch
Care Instructions:Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean.
Features:Casual, Basics, Daily Casual, Pure Cotton, Short Sleeve, Regular Sleeve, Round Neck / O-neck, Regular, Regular, Summer, Spring
Print Size:40*52cm",27.99,USD,999,,,https://i.etsystatic.com/47795807/r/il/def3e5/6357873411/il_fullxfull.6357873411_orgd.jpg,https://i.etsystatic.com/47795807/r/il/70fa9b/6309808488/il_fullxfull.6309808488_10eo.jpg,https://i.etsystatic.com/47795807/r/il/d83144/6309808514/il_fullxfull.6309808514_dq61.jpg,https://i.etsystatic.com/47795807/r/il/8c4864/6309808532/il_fullxfull.6309808532_lah1.jpg,https://i.etsystatic.com/47795807/r/il/13b2d9/6309808548/il_fullxfull.6309808548_8mew.jpg,https://i.etsystatic.com/47795807/r/il/70ec79/6357873465/il_fullxfull.6357873465_bfnr.jpg,https://i.etsystatic.com/47795807/r/il/8dad94/6309808568/il_fullxfull.6309808568_d3r4.jpg,https://i.etsystatic.com/47795807/r/il/22b8de/6309808576/il_fullxfull.6309808576_gc53.jpg,https://i.etsystatic.com/47795807/r/il/6ef21b/6357873499/il_fullxfull.6357873499_o1hk.jpg,https://i.etsystatic.com/47795807/r/il/fc6923/6309808596/il_fullxfull.6309808596_3ex0.jpg,Color,"Primary color","White,Yellow,Watermalon Red,Gray Green,Milk Tea,Colorful Blue,Gray Camel",Size,Size,"XS,S,M,L,XL,XXL","240929PODPQ0574#002,240929PODPQ0574#003,240929PODPQ0574#006,240929PODPQ0574#009,240929PODPQ0574#015,240929PODPQ0574#016,240929PODPQ0574#020,240929PODPQ0574#022,240929PODPQ0574#025,240929PODPQ0574#026,240929PODPQ0574#027,240929PODPQ0574#028,240929PODPQ0574#029,240929PODPQ0574#030,240929PODPQ0574#032,240929PODPQ0574#033,240929PODPQ0574#034,240929PODPQ0574#035,240929PODPQ0574#038,240929PODPQ0574#039,240929PODPQ0574#001,240929PODPQ0574#004,240929PODPQ0574#005,240929PODPQ0574#007,240929PODPQ0574#008,240929PODPQ0574#010,240929PODPQ0574#011,240929PODPQ0574#012,240929PODPQ0574#013,240929PODPQ0574#014,240929PODPQ0574#017,240929PODPQ0574#018,240929PODPQ0574#019,240929PODPQ0574#021,240929PODPQ0574#023,240929PODPQ0574#024,240929PODPQ0574#031,240929PODPQ0574#036,240929PODPQ0574#037,240929PODPQ0574#040,240929PODPQ0574#041,240929PODPQ0574#042"
"I Love CAT -hungry Emoji-Acid Wash Oversize T-Shirt - 250 GSM","Item Number:R00037
Gender:Unisex
Model:Loose
Fabric:100%Cotton
Fabric Weight:7.4 oz/yd² (250 g/m²)
Fabric Thickness:Moderate
Fabric Strench:Slight stretch
Care Instructions:Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean.
Features:Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-neck, Regular, Loose, Summer
Print Size:40*52cm
Notes:When printing, the image you uploaded will be covering the original stone wash patterns through DTG technology.",23.99,USD,999,,,https://i.etsystatic.com/47795807/r/il/ce376d/6357873287/il_fullxfull.6357873287_68u5.jpg,https://i.etsystatic.com/47795807/r/il/593cf2/6357873297/il_fullxfull.6357873297_ndes.jpg,https://i.etsystatic.com/47795807/r/il/78f06c/6357873301/il_fullxfull.6357873301_bblb.jpg,https://i.etsystatic.com/47795807/r/il/641d0f/6357873315/il_fullxfull.6357873315_1mj3.jpg,https://i.etsystatic.com/47795807/r/il/f353be/6309808370/il_fullxfull.6309808370_kn07.jpg,https://i.etsystatic.com/47795807/r/il/f3782f/6357873329/il_fullxfull.6357873329_e8o5.jpg,https://i.etsystatic.com/47795807/r/il/eeec50/6309808400/il_fullxfull.6309808400_8vcs.jpg,https://i.etsystatic.com/47795807/r/il/9621f0/6309808412/il_fullxfull.6309808412_qna9.jpg,https://i.etsystatic.com/47795807/r/il/df931a/6357873361/il_fullxfull.6357873361_6p3m.jpg,https://i.etsystatic.com/47795807/r/il/2ca152/6309808432/il_fullxfull.6309808432_73zb.jpg,Color,"Primary color","Rose Red,Light Blue,Orange,Apricot,Light Brown",Size,Size,"S,M,L,XL,2XL","240929PODPQ0573#001,240929PODPQ0573#002,240929PODPQ0573#003,240929PODPQ0573#004,240929PODPQ0573#005,240929PODPQ0573#006,240929PODPQ0573#007,240929PODPQ0573#009,240929PODPQ0573#010,240929PODPQ0573#011,240929PODPQ0573#014,240929PODPQ0573#019,240929PODPQ0573#020,240929PODPQ0573#021,240929PODPQ0573#022,240929PODPQ0573#024,240929PODPQ0573#025,240929PODPQ0573#008,240929PODPQ0573#012,240929PODPQ0573#013,240929PODPQ0573#015,240929PODPQ0573#016,240929PODPQ0573#017,240929PODPQ0573#018,240929PODPQ0573#023"
"Nunna My Bizness- Streetwear Unisex Solid Color Loose Fit FOG T-Shirt","Item Number:R00330
Gender:Unisex
Model:Loose
Fabric:100%Cotton
Fabric Weight:6.8 oz/yd² (230 g/m²)
Fabric Thickness:Thin
Fabric Strench:Non-stretch
Care Instructions:Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean.
Features:Casual, Street, Daily Casual, Pure Cotton, Short Sleeve, Drop Shoulder, Round Neck / O-neck, Regular, Loose, Spring, Summer
Print Size:40*52cm
Notes:230G double yarn pure cotton fabric, breathable and durable.",24.99,USD,999,,,https://i.etsystatic.com/47795807/r/il/9ee3da/6357873079/il_fullxfull.6357873079_7lk9.jpg,https://i.etsystatic.com/47795807/r/il/613c95/6309808164/il_fullxfull.6309808164_m9id.jpg,https://i.etsystatic.com/47795807/r/il/0d2374/6309808174/il_fullxfull.6309808174_952l.jpg,https://i.etsystatic.com/47795807/r/il/020226/6309808188/il_fullxfull.6309808188_a8iu.jpg,https://i.etsystatic.com/47795807/r/il/d99f33/6357873109/il_fullxfull.6357873109_chbx.jpg,https://i.etsystatic.com/47795807/r/il/72ab3c/6357873119/il_fullxfull.6357873119_lk53.jpg,https://i.etsystatic.com/47795807/r/il/c90ef8/6357873129/il_fullxfull.6357873129_rcaq.jpg,https://i.etsystatic.com/47795807/r/il/880fc1/6357873145/il_fullxfull.6357873145_td6g.jpg,https://i.etsystatic.com/47795807/r/il/ca5efd/6357873153/il_fullxfull.6357873153_3zof.jpg,https://i.etsystatic.com/47795807/r/il/3d4bdc/6357873163/il_fullxfull.6357873163_nazg.jpg,Color,"Primary color","White,Light Yellow,Sky Blue,Pink,Light Green,Light Gray,Apricot,Gray Apricot,Light Apricot Green,Pink Orange",Size,Size,"S,M,L,XL,XXL","240929PODPQ0572#001,240929PODPQ0572#003,240929PODPQ0572#004,240929PODPQ0572#006,240929PODPQ0572#007,240929PODPQ0572#008,240929PODPQ0572#009,240929PODPQ0572#010,240929PODPQ0572#011,240929PODPQ0572#018,240929PODPQ0572#019,240929PODPQ0572#022,240929PODPQ0572#023,240929PODPQ0572#024,240929PODPQ0572#026,240929PODPQ0572#027,240929PODPQ0572#028,240929PODPQ0572#030,240929PODPQ0572#031,240929PODPQ0572#032,240929PODPQ0572#034,240929PODPQ0572#038,240929PODPQ0572#039,240929PODPQ0572#040,240929PODPQ0572#041,240929PODPQ0572#042,240929PODPQ0572#043,240929PODPQ0572#046,240929PODPQ0572#047,240929PODPQ0572#048,240929PODPQ0572#049,240929PODPQ0572#002,240929PODPQ0572#005,240929PODPQ0572#012,240929PODPQ0572#013,240929PODPQ0572#014,240929PODPQ0572#015,240929PODPQ0572#016,240929PODPQ0572#017,240929PODPQ0572#020,240929PODPQ0572#021,240929PODPQ0572#025,240929PODPQ0572#029,240929PODPQ0572#033,240929PODPQ0572#035,240929PODPQ0572#036,240929PODPQ0572#037,240929PODPQ0572#044,240929PODPQ0572#045,240929PODPQ0572#050"
